Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,24,0,66,52757.70486779174,18.97643899792456,213877.15062899952,0.0,0.08182663379979574,0.0,89,97000,117000,124000,132000,160000,214000,214000,214000,214000,214000
PLAIN E2E,end_to_end_latency,14,0,24000,36907.41779764306,9172.938236999471,96688.80427499971,618.8571428571429,0.04773220304988085,0.0,34000,56000,62000,62000,66000,97000,97000,97000,97000,97000,97000
RAG E2E,end_to_end_latency,10,0,251000,243620.0477192997,147395.08303599723,298301.0363639987,644.2,0.034094430749914896,0.0,260000,266000,276000,277000,298000,298000,298000,298000,298000,298000,298000
PLAIN ITL avg,inter_token_latency_avg,14,0,35,36.77352012067415,34.67865216168979,41.75486280356771,618.8571428571429,0.04773220304988085,0.0,36,38,38,39,40,42,42,42,42,42,42
RAG ITL avg,inter_token_latency_avg,10,0,38,37.94202128240893,27.582516364589083,48.87411815555728,644.2,0.034094430749914896,0.0,38,38,38,39,49,49,49,49,49,49,49
PLAIN ITL p95,inter_token_latency_p95,14,0,36,43.71066002883838,35.017426999183954,85.39837924945459,618.8571428571429,0.04773220304988085,0.0,39,40,43,56,58,85,85,85,85,85,85
RAG ITL p95,inter_token_latency_p95,10,0,42,51.71315186538777,38.43786415145587,101.64302934954321,644.2,0.034094430749914896,0.0,46,47,52,72,100,100,100,100,100,100,100
PLAIN TPS,ms_per_output_token,14,0,53,59.82227922323671,23.84700191297801,111.90833828124967,618.8571428571429,0.04773220304988085,0.0,58,68,83,87,110,110,110,110,110,110,110
RAG TPS,ms_per_output_token,10,0,370,476.0326386343694,144.222194751465,1152.992988616673,644.2,0.034094430749914896,0.0,390,400,660,760,1200,1200,1200,1200,1200,1200,1200
RAG overhead,retrieval_overhead_vs_plain,10,0,236000,218944.79719299852,50093.11419000005,280970.701055001,0.0,0.034094430749914896,0.0,241000,251000,259000,263000,281000,281000,281000,281000,281000,281000,281000
PLAIN TTFT,time_to_first_token,14,0,20000,31380.836306214147,6471.981703998608,88983.9659979989,0.0,0.04773220304988085,0.0,30000,39000,56000,56000,58000,89000,89000,89000,89000,89000,89000
RAG TTFT,time_to_first_token,10,0,248000,238141.5463970996,139077.08018799894,292636.4035219995,0.0,0.034094430749914896,0.0,252000,262000,271000,275000,293000,293000,293000,293000,293000,293000,293000
,Aggregated,154,0,140,59979.90620729882,18.97643899792456,298301.0363639987,392.3636363636364,0.5250542335486894,0.0,260,31000,97000,139000,248000,266000,277000,293000,298000,298000,298000
