Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,56,0,92000,87618.64494994633,13.748017998295836,275297.75480299944,0.0,0.19225278197067033,0.0,107000,142000,167000,187000,205000,217000,246000,275000,275000,275000,275000
NT PLAIN E2E,end_to_end_latency,27,0,11000,17899.693307666894,2166.155394999805,41886.736304000806,631.4444444444445,0.09269330559300176,0.0,11000,23000,34000,34000,39000,39000,42000,42000,42000,42000,42000
NT RAG E2E,end_to_end_latency,29,0,169000,174493.14658579318,106783.6831149998,277782.4094919997,548.9655172413793,0.09955947637766857,0.0,169000,193000,207000,210000,220000,254000,278000,278000,278000,278000,278000
NT PLAIN ITL avg,inter_token_latency_avg,27,0,36,36.41871975461247,29.715337263153568,41.27253975687573,631.4444444444445,0.09269330559300176,0.0,36,37,37,38,40,41,41,41,41,41,41
NT RAG ITL avg,inter_token_latency_avg,29,0,37,36.339469030875904,32.225522654533215,39.567168546100156,548.9655172413793,0.09955947637766857,0.0,37,37,37,38,39,39,40,40,40,40,40
NT PLAIN ITL p95,inter_token_latency_p95,27,0,44,52.50179433330939,35.899725149738515,112.19647010102562,631.4444444444445,0.09269330559300176,0.0,44,48,60,60,100,100,110,110,110,110,110
NT RAG ITL p95,inter_token_latency_p95,29,0,43,46.662096225880866,37.52382819975537,90.95376000004762,548.9655172413793,0.09955947637766857,0.0,43,49,50,51,62,64,91,91,91,91,91
NT PLAIN TPS,ms_per_output_token,27,0,22,33.35294333804113,8.015756235007531,122.52148016363869,631.4444444444445,0.09269330559300176,0.0,22,34,45,60,81,94,120,120,120,120,120
NT RAG TPS,ms_per_output_token,29,0,370,428.7985821224186,120.35152416930265,1026.766183798075,548.9655172413793,0.09955947637766857,0.0,370,530,570,690,870,960,1000,1000,1000,1000,1000
NT RAG overhead,retrieval_overhead_vs_nt_plain,29,0,165000,167395.50801113856,75161.42780500013,275381.23787800036,0.0,0.09955947637766857,0.0,165000,189000,200000,204000,217000,246000,275000,275000,275000,275000,275000
NT PLAIN TTFT,time_to_first_token,27,0,6000,12315.689282851898,107.73865699957241,36379.58058100048,0.0,0.09269330559300176,0.0,6000,16000,30000,30000,32000,35000,36000,36000,36000,36000,36000
NT RAG TTFT,time_to_first_token,29,0,165000,169747.41748789675,105293.04024299927,275488.9765349999,0.0,0.09955947637766857,0.0,165000,189000,200000,205000,217000,246000,275000,275000,275000,275000,275000
,Aggregated,365,0,260,56378.216781439776,8.015756235007531,277782.4094919997,361.3041095890411,1.2530761682016907,0.0,260,34000,136000,151000,193000,207000,246000,275000,278000,278000,278000
