Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,22,0,81000,93988.92251963637,15.052847000333713,228458.90647099988,0.0,0.07808829862678315,0.0,89000,148000,165000,171000,184000,220000,228000,228000,228000,228000,228000
NT PLAIN E2E,end_to_end_latency,7,0,60000,42832.50471242848,1994.179687999349,86153.69729600025,462.14285714285717,0.02484627683579464,0.0,60000,63000,63000,63000,86000,86000,86000,86000,86000,86000,86000
NT RAG E2E,end_to_end_latency,15,0,151000,141779.11699780019,71029.38674500001,234937.6833770002,634.2,0.05324202179098851,0.0,151000,169000,183000,186000,226000,235000,235000,235000,235000,235000,235000
NT PLAIN ITL avg,inter_token_latency_avg,7,0,27,37.28347816024992,25.13354281250031,103.11595561348014,462.14285714285717,0.02484627683579464,0.0,27,27,28,28,100,100,100,100,100,100,100
NT RAG ITL avg,inter_token_latency_avg,15,0,26,25.136651943212907,18.80665606061236,27.14498031460873,634.2,0.05324202179098851,0.0,26,26,26,27,27,27,27,27,27,27,27
NT PLAIN ITL p95,inter_token_latency_p95,7,0,27,30.493145228592766,26.47983269980614,51.594123000541,462.14285714285717,0.02484627683579464,0.0,27,27,28,28,52,52,52,52,52,52,52
NT RAG ITL p95,inter_token_latency_p95,15,0,28,28.19515173331335,26.90658399988024,30.78912635010056,634.2,0.05324202179098851,0.0,28,28,30,30,31,31,31,31,31,31,31
NT PLAIN TPS,ms_per_output_token,7,0,92,91.40570484715332,6.363880060972384,172.17214858739163,462.14285714285717,0.02484627683579464,0.0,92,140,150,150,170,170,170,170,170,170,170
NT RAG TPS,ms_per_output_token,15,0,250,300.19045203938316,89.27376297921046,1095.5938083473097,634.2,0.05324202179098851,0.0,250,260,410,480,500,1100,1100,1100,1100,1100,1100
NT RAG overhead,retrieval_overhead_vs_nt_plain,15,0,102000,115088.5488843339,16319.592328998624,228471.71744500153,0.0,0.05324202179098851,0.0,102000,127000,165000,182000,220000,228000,228000,228000,228000,228000,228000
NT PLAIN TTFT,time_to_first_token,7,0,57000,36788.82549414266,90.04047300004459,60052.42487000032,0.0,0.02484627683579464,0.0,57000,58000,60000,60000,60000,60000,60000,60000,60000,60000,60000
NT RAG TTFT,time_to_first_token,15,0,148000,137968.38087079994,67787.16759999952,228573.85842300026,0.0,0.05324202179098851,0.0,148000,165000,182000,184000,220000,229000,229000,229000,229000,229000,229000
,Aggregated,147,0,500,58190.907607519744,6.363880060972384,234937.6833770002,346.8843537414966,0.5217718135516874,0.0,500,73000,98000,139000,182000,220000,228000,229000,235000,235000,235000
