Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,24,0,180,167.66147312425042,65.15641599980881,299.75038299744483,0.0,0.08678899512673591,0.0,180,200,210,240,300,300,300,300,300,300,300
NT PLAIN E2E,end_to_end_latency,7,0,137000,145696.8670828563,46517.07158899808,269425.9940589982,489.14285714285717,0.02531345691196464,0.0,137000,187000,225000,225000,269000,269000,269000,269000,269000,269000,269000
PLAIN E2E,end_to_end_latency,17,0,111000,124298.26916635282,15217.716086001019,277533.4115229998,741.1176470588235,0.061475538214771266,0.0,111000,146000,162000,163000,217000,278000,278000,278000,278000,278000,278000
NT PLAIN ITL avg,inter_token_latency_avg,7,0,35,35.70543521293329,33.108159250007574,38.14365042856487,489.14285714285717,0.02531345691196464,0.0,35,37,37,37,38,38,38,38,38,38,38
PLAIN ITL avg,inter_token_latency_avg,17,0,35,35.44950308584539,31.337127877838913,37.79431434831872,741.1176470588235,0.061475538214771266,0.0,35,36,36,36,38,38,38,38,38,38,38
NT PLAIN ITL p95,inter_token_latency_p95,7,0,50,49.141976799936465,38.18159100046614,60.1612069976909,489.14285714285717,0.02531345691196464,0.0,50,52,58,58,60,60,60,60,60,60,60
PLAIN ITL p95,inter_token_latency_p95,17,0,46,53.94905194116289,35.95182690078218,95.73328900005437,741.1176470588235,0.061475538214771266,0.0,46,51,54,60,94,96,96,96,96,96,96
NT PLAIN TPS,ms_per_output_token,7,0,330,333.47818455719255,67.61202265842743,554.7523579149821,489.14285714285717,0.02531345691196464,0.0,330,470,520,520,550,550,550,550,550,550,550
PLAIN TPS,ms_per_output_token,17,0,170,249.50402823609633,28.1809557148167,552.8554014402387,741.1176470588235,0.061475538214771266,0.0,170,380,440,460,540,550,550,550,550,550,550
NT PLAIN TTFT,time_to_first_token,7,0,135000,141513.1296504286,41083.88417899914,264306.87575499906,0.0,0.02531345691196464,0.0,135000,184000,220000,220000,264000,264000,264000,264000,264000,264000,264000
PLAIN TTFT,time_to_first_token,17,0,107000,117676.14285964739,10438.99770599819,273488.37393099896,0.0,0.061475538214771266,0.0,107000,143000,155000,160000,210000,273000,273000,273000,273000,273000,273000
,Aggregated,144,0,180,42616.30888903779,28.1809557148167,277533.4115229998,445.0833333333333,0.5207339707604155,0.0,190,550,82000,100000,160000,210000,269000,273000,278000,278000,278000
