Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,22,0,95,12204.262590909075,17.092736998165492,136976.9960779995,0.0,0.07865370511845547,0.0,99,110,120,140,12000,118000,137000,137000,137000,137000,137000
PLAIN E2E,end_to_end_latency,19,0,56000,86265.36131563166,11394.73253200049,213082.55411799837,613.0,0.06792819987502972,0.0,56000,116000,152000,167000,176000,213000,213000,213000,213000,213000,213000
RAG E2E,end_to_end_latency,3,0,271000,265958.20143333304,245645.29297099944,281693.061619997,310.0,0.010725505243425746,0.0,271000,271000,282000,282000,282000,282000,282000,282000,282000,282000,282000
PLAIN ITL avg,inter_token_latency_avg,19,0,36,36.67433233913658,34.328013767809345,54.935876666693765,613.0,0.06792819987502972,0.0,36,36,37,37,39,55,55,55,55,55,55
RAG ITL avg,inter_token_latency_avg,3,0,37,31.786563202051372,21.330896714256856,37.310910397055146,310.0,0.010725505243425746,0.0,37,37,37,37,37,37,37,37,37,37,37
PLAIN ITL p95,inter_token_latency_p95,19,0,39,42.8199183894417,35.37398170046799,121.04532999910589,613.0,0.06792819987502972,0.0,39,39,40,41,49,120,120,120,120,120,120
RAG ITL p95,inter_token_latency_p95,3,0,39,41.00931041630247,38.08281060119043,46.296959249048086,310.0,0.010725505243425746,0.0,39,39,46,46,46,46,46,46,46,46,46
PLAIN TPS,ms_per_output_token,19,0,110,171.4242604100749,29.19660550894691,895.3048492352873,613.0,0.06792819987502972,0.0,110,190,220,240,340,900,900,900,900,900,900
RAG TPS,ms_per_output_token,3,0,1000,923.3807269678214,623.3554140760432,1147.8752007990627,310.0,0.010725505243425746,0.0,1000,1000,1100,1100,1100,1100,1100,1100,1100,1100,1100
RAG overhead,retrieval_overhead_vs_plain,3,0,57000,53327.824942002444,34266.10586100287,68948.65033300084,0.0,0.010725505243425746,0.0,57000,57000,69000,69000,69000,69000,69000,69000,69000,69000,69000
PLAIN TTFT,time_to_first_token,19,0,52000,80941.51447636863,8581.926304999797,210168.65912999856,0.0,0.06792819987502972,0.0,52000,107000,145000,160000,168000,210000,210000,210000,210000,210000,210000
RAG TTFT,time_to_first_token,3,0,267000,263496.484072001,244434.76499100143,279117.3094629994,0.0,0.010725505243425746,0.0,267000,267000,279000,279000,279000,279000,279000,279000,279000,279000,279000
,Aggregated,135,0,110,38529.83651780303,17.092736998165492,281693.061619997,372.65185185185186,0.4826477359541586,0.0,110,15000,46000,69000,160000,213000,271000,279000,282000,282000,282000
