Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,27,0,490,45791.60362485197,17.050345999450656,155828.54338000107,0.0,0.09415612095133767,0.0,490,82000,100000,108000,143000,152000,156000,156000,156000,156000,156000
PLAIN E2E,end_to_end_latency,15,0,32000,33818.41765793336,10839.698808000321,55560.25539099937,751.8,0.052308956084076486,0.0,32000,38000,43000,51000,53000,56000,56000,56000,56000,56000,56000
RAG E2E,end_to_end_latency,12,0,209000,209726.05903816642,90656.20617999957,279040.27223400044,538.25,0.04184716486726119,0.0,210000,236000,260000,260000,272000,279000,279000,279000,279000,279000,279000
PLAIN ITL avg,inter_token_latency_avg,15,0,33,33.14518517239408,31.36400197960326,37.916703317878635,751.8,0.052308956084076486,0.0,33,33,34,34,35,38,38,38,38,38,38
RAG ITL avg,inter_token_latency_avg,12,0,34,33.70657372308712,32.80803817308016,34.877683026548056,538.25,0.04184716486726119,0.0,34,34,34,34,34,35,35,35,35,35,35
PLAIN ITL p95,inter_token_latency_p95,15,0,38,40.561349599938694,32.760250849332806,85.16526000130398,751.8,0.052308956084076486,0.0,38,39,40,40,44,85,85,85,85,85,85
RAG ITL p95,inter_token_latency_p95,12,0,35,37.08272377947045,34.0041532504074,44.73044149908674,538.25,0.04184716486726119,0.0,36,37,40,40,41,45,45,45,45,45,45
PLAIN TPS,ms_per_output_token,15,0,42,54.96827720233385,22.085607720063468,167.34564770043545,751.8,0.052308956084076486,0.0,42,51,56,78,96,170,170,170,170,170,170
RAG TPS,ms_per_output_token,12,0,380,468.57942952326334,278.15959002823496,1336.282581017095,538.25,0.04184716486726119,0.0,390,410,540,540,550,1300,1300,1300,1300,1300,1300
RAG overhead,retrieval_overhead_vs_plain,12,0,184000,181908.10103966683,67138.7124039993,237363.315826,0.0,0.04184716486726119,0.0,185000,209000,230000,230000,233000,237000,237000,237000,237000,237000,237000
PLAIN TTFT,time_to_first_token,15,0,25000,27826.25733879977,8302.512143000058,47834.65514999989,0.0,0.052308956084076486,0.0,25000,26000,36000,41000,47000,48000,48000,48000,48000,48000,48000
RAG TTFT,time_to_first_token,12,0,205000,205717.5070709995,88412.68645199852,273849.8817740001,0.0,0.04184716486726119,0.0,206000,231000,255000,255000,267000,274000,274000,274000,274000,274000,274000
,Aggregated,174,0,390,53664.74698570071,17.050345999450656,279040.27223400044,407.7241379310345,0.6067838905752873,0.0,410,32000,85000,143000,206000,236000,267000,274000,279000,279000,279000
