Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,57,0,128000,100895.25792492976,11.1921709994931,235306.25613399933,0.0,0.19406105053000927,0.0,128000,154000,174000,187000,210000,230000,233000,235000,235000,235000,235000
NT PLAIN E2E,end_to_end_latency,21,0,6300,19621.415241619092,1667.202291000649,82048.72130000149,506.14285714285717,0.07149617651105605,0.0,6300,12000,34000,49000,54000,56000,82000,82000,82000,82000,82000
NT RAG E2E,end_to_end_latency,36,0,160000,166659.89856283326,23490.54113100101,237380.39740900058,681.6111111111111,0.12256487401895323,0.0,161000,186000,199000,203000,227000,236000,237000,237000,237000,237000,237000
NT PLAIN ITL avg,inter_token_latency_avg,21,0,37,36.47487240492379,33.717061303165764,38.97584140595247,506.14285714285717,0.07149617651105605,0.0,37,37,37,38,38,39,39,39,39,39,39
NT RAG ITL avg,inter_token_latency_avg,36,0,37,36.73155066972462,33.948306066114796,38.653797633337994,681.6111111111111,0.12256487401895323,0.0,37,37,37,37,38,38,39,39,39,39,39
NT PLAIN ITL p95,inter_token_latency_p95,21,0,40,42.38901452161891,38.04179240105441,56.22167999936208,506.14285714285717,0.07149617651105605,0.0,40,42,44,46,52,52,56,56,56,56,56
NT RAG ITL p95,inter_token_latency_p95,36,0,40,42.70064277085718,37.19467519931641,60.57625070006907,681.6111111111111,0.12256487401895323,0.0,41,42,44,44,55,59,61,61,61,61,61
NT PLAIN TPS,ms_per_output_token,21,0,10,39.418626120778384,8.420213590912368,186.47436659091247,506.14285714285717,0.07149617651105605,0.0,10,38,60,77,99,110,190,190,190,190,190
NT RAG TPS,ms_per_output_token,36,0,210,334.4922888319949,23.727819324243445,928.7330031695826,681.6111111111111,0.12256487401895323,0.0,230,340,500,530,730,880,930,930,930,930,930
NT RAG overhead,retrieval_overhead_vs_nt_plain,36,0,155000,157985.49671866637,14091.82323099958,235220.10962400056,0.0,0.12256487401895323,0.0,157000,175000,192000,199000,215000,233000,235000,235000,235000,235000,235000
NT PLAIN TTFT,time_to_first_token,21,0,230,15246.752121333408,111.1754520006798,77904.08152600139,0.0,0.07149617651105605,0.0,230,7100,31000,43000,49000,51000,78000,78000,78000,78000,78000
NT RAG TTFT,time_to_first_token,36,0,155000,160254.28549602767,14224.99439800049,235449.81027900032,0.0,0.12256487401895323,0.0,157000,175000,192000,199000,215000,233000,235000,235000,235000,235000,235000
,Aggregated,378,0,290,63378.39930812113,8.420213590912368,237380.39740900058,372.1375661375661,1.2869311771990088,0.0,310,113000,147000,155000,192000,211000,233000,235000,237000,237000,237000
